,description,rank,organizationName,state,studentPopulation,campusSetting,medianBaseSalary,name,webSite,phoneNumber,shortUri,squareImage,city,region,yearFounded,stateCode,Primary_Key,latutide,longitude,attendanceStatus_partTime,attendanceStatus_fullTime,firstToSecondYearRetention_fullTime,firstToSecondYearRetention_partTime,overallGraduationRates_4,overallGraduationRates_6,enrollmentByGender_enrollmentMale,enrollmentByGender_enrollmentFemale,enrollmentByGender_AgeUnder18,enrollmentByGender_Age18to24,enrollmentByGender_Age25to64,enrollmentByGender_Age65andOver,graduationRateByGender_graduationMale,graduationRateByGender_graduationFemale,enrollmentByRace_americanIndian,enrollmentByRace_asian,enrollmentByRace_hawaiianPacific,enrollmentByRace_africanAmerican,enrollmentByRace_hispanic,enrollmentByRace_white,enrollmentByRace_twoRaces,enrollmentByRace_unknown,enrollmentByRace_alien,graduationRateByRace_americanIndian,graduationRateByRace_asian,graduationRateByRace_hawaiianPacific,graduationRateByRace_africanAmerican,graduationRateByRace_hispanic,graduationRateByRace_white,graduationRateByRace_twoRaces,graduationRateByRace_unknown,graduationRateByRace_alien,Twitter,Facebook,LinkedIn,Instagram,YouTube,federalGrant,pellGrant,otherFederalGrant,stateLocalGrant,institutionalGrant,anyGrant,anyLoan,federalLoan,nonFederalLoan
316,"Northern Arizona University in Flagstaff, AZ is a public research university that utilizes its location to enhance its educational offerings. <br>The university offers over 100 degrees, including fully online programs through seven undergraduate colleges and the only nationally accredited teacher education program in Arizona. Business, health and education are among the most popular areas of study. <br>NAU is a hub for innovation, home to eight centers and institutes that focus on disciplines from Indigenous health to ecological restoration. Students also engage through other hands-on experiences, like the Grand Canyon Semester, an interdisciplinary experience that takes places in northern Arizona and the Colorado Plateau. <br>Campus thrives with more than 400 organizations, Greek life, Division I athletics and outdoor adventures like rafting and hiking. <br>Merit scholarships range up to $11,000 annually for out-of-state students and full tuition for Arizona residents.",317,Northern Arizona University,AZ,30733,Urban,90200.0,Northern Arizona University,http://nau.edu,(928) 523-5511,http://onforb.es/MvHSJJ,//specials-images.forbesimg.com/imageserve/55b94ca2e4b05c2c343245d2/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Flagstaff,West,1899.0,AZ,460,35.2447,-111.502179,22.0,78.0,78.0,50.0,41.0,57.0,38.0,62.0,375.0,21537.0,4580.0,19.0,51.0,61.0,2.9,2.2,0.3,3.3,24.1,55.0,5.4,2.6,4.2,32.0,64.0,47.0,33.0,50.0,61.0,57.0,61.0,47.0,https://twitter.com/NAU,https://www.facebook.com/NAUFlagstaff,http://www.linkedin.com/company/165218?trk=vsrp_companies_res_name&trkInfo=VSRPsearchId%3A280848911372711323261%2CVSRPtargetId%3A165218%2CVSRPcmpt%3Aprimary,http://instagram.com/nauflagstaff,http://nau.edu/Alumni/Get-Connected/Virtual-Tour/,38.0,34.0,13.0,12.0,92.0,11656.0,46.0,44.0,4.0
317,"The state’s largest university, Montana State is a public school in Bozeman, MT, with nearly 70 fields of study. <br>MSU is currently running a Covid vaccination sweepstakes. All vaccinated students receive $10 on their campus card and can win prizes such as a season ski pass or a $5,000 scholarship award. <br>With a vibrant downtown and plentiful nearby outdoor recreation, Bozeman’s recent swanky transformation led to the Wall Street Journal dubbing the city “Boz Angeles.”  <br>Bridger Bowl and Big Sky Resort, two major ski destinations, are within an hour of campus, while Yellowstone National Park is 90 miles away. <br>About 60% of MSU graduates accepted jobs in Montana immediately after graduation.",318,Montana State University,MT,16692,Rural,96900.0,Montana State University,http://www.montana.edu,406-994-2341,http://onforb.es/MvI3ER,https://specials-images.forbesimg.com/imageserve/557f3b9ee4b017853ecec0f4/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Bozeman,West,1893.0,MT,416,45.679325,-111.033184,23.0,77.0,77.0,58.0,27.0,56.0,52.0,48.0,358.0,12854.0,1533.0,13.0,53.0,62.0,1.3,0.9,0.1,0.4,4.4,83.7,4.9,1.2,3.1,35.0,59.0,100.0,19.0,49.0,57.0,33.0,60.0,60.0,https://twitter.com/montanastate,https://www.facebook.com/montanastate,https://www.linkedin.com/edu/montana-state-university-bozeman-18753,https://instagram.com/montanastateuniversity/,http://www.montana.edu/tour/,20.0,23.0,7.0,,71.0,6382.0,41.0,40.0,5.0
318,"For over 200 years, Ohio University—the first university in the state—has served as a hub of research and innovation. <br>There are more than 250 undergraduate programs across the public university’s nine colleges. Ohio also has five regional campuses across the state catered toward commuter students. <br>Bobcat pride thrives on campus, where there are more than 650 student organizations, Greek life and 16 NCAA Division I teams, and in Athens, which is a vibrant college town. <br>Ohio Excellence Awards are merit scholarships that range up to $6,500 annually. The university also offers awards ranging up to full tuition. The Ohio Guarantee promises fixed tuition and fees over four years for undergraduate students. <br>Approximately 93% of graduates are employed or in graduate school within a year. The university boasts alumni who have won accolades like Pulitzer Prizes and Fulbright Awards.",319,Ohio University,OH,27367,Rural,93800.0,Ohio University,http://www.ohio.edu,740.593.1000,http://onforb.es/MvHXx4,https://specials-images.forbesimg.com/imageserve/559ad37de4b05c2c3431b0e2/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Athens,Midwest,1804.0,OH,421,39.328502,-82.10444,29.0,71.0,82.0,20.0,45.0,65.0,41.0,59.0,121.0,16088.0,4694.0,9.0,61.0,69.0,0.1,2.0,0.1,5.9,3.6,78.5,3.5,2.2,4.1,0.0,67.0,0.0,59.0,54.0,66.0,60.0,70.0,60.0,https://twitter.com/ohiou,https://www.facebook.com/OhioUniversity,http://www.linkedin.com/edu/ohio-university-19128,,https://www.ohio.edu/tour/,28.0,24.0,11.0,17.0,81.0,6903.0,64.0,63.0,14.0
319,"A mid-sized public university on scenic Lake Superior, the University of Minnesota Duluth is best known for its dominance on the ice. <br>Hockey is king at UMD. The Minnesota Duluth Bulldogs’ women’s hockey team has captured five NCAA Division I national championships, while the men’s squad has won three national titles. <br>The university offers 15 undergraduate degrees in 84 majors. Psychology, marketing and mechanical engineering are the most popular fields of study. <br>UMD’s Natural Resources Research Institute is a leader in applied science and engineering research in Minnesota, with two industrial research facilities dedicated to finding solutions in bioenergy, manufacturing and other fields. <br>The 244-acre lakeside campus includes 60 acres of forested trails.",320,"University of Minnesota, Duluth",MN,10858,Urban,98000.0,"University of Minnesota, Duluth",http://www.d.umn.edu,,,https://specials-images.forbesimg.com/imageserve/5776cd454bbe6f5634815932/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Duluth,Midwest,1902.0,MN,818,46.787965,-92.099849,15.0,85.0,80.0,54.0,38.0,62.0,51.0,49.0,873.0,8596.0,356.0,15.0,63.0,60.0,0.9,3.6,0.0,2.0,3.0,75.6,3.2,9.5,2.2,25.0,49.0,100.0,57.0,59.0,62.0,56.0,100.0,68.0,https://www.twitter.com/UMNduluth/,https://www.facebook.com/UMNDuluth/?fref=ts,,,https://www.instagram.com/umnduluth/,25.0,22.0,9.0,38.0,73.0,7238.0,63.0,62.0,22.0
320,"Drake University in Des Moines, IA, balances an intimate academic setting with the resources of a large institution. <br>The university offers over 70 undergraduate majors, as well as accelerated programs in law. J-Term, which takes place between the fall and spring semesters in January, allows students to take part in unique courses or travel. <br>93% of students participate in an internship during their undergraduate career. Undergraduates can take part in research in topics from entrepreneurship to international policy. <br>Drake hosts NCAA Division I athletics, more than 160 student organizations and Greek life. About 80% of undergraduates volunteer before they graduate. <br>Approximately 95% of undergraduates from the Class of 2020 were employed or pursuing further education within six months of graduating. About half of graduates remain in Iowa. ",321,Drake University,IA,4884,Urban,103400.0,Drake University,http://www.drake.edu,515-271-2011,http://onforb.es/MvI2AV,https://specials-images.forbesimg.com/imageserve/55ad5c9ce4b05c2c34320ee8/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Des Moines,Midwest,1881.0,IA,448,41.60037,-93.651109,23.0,77.0,84.0,100.0,73.0,80.0,38.0,62.0,27.0,2829.0,98.0,0.0,77.0,84.0,0.0,4.2,0.0,4.9,5.5,79.4,2.7,0.5,2.8,80.0,80.0,0.0,72.0,83.0,80.0,83.0,67.0,85.0,https://twitter.com/drakeuniversity,https://www.facebook.com/DrakeUniversity,https://www.linkedin.com/edu/school?id=18216&trk=vsrp_universities_res_name&trkInfo=VSRPsearchId%3A3023708651405633854217%2CVSRPtargetId%3A18216%2CVSRPcmpt%3Aprimary,http://instagram.com/drakeuniversity,,21.0,19.0,21.0,15.0,100.0,25929.0,55.0,54.0,15.0
321,"Saint John’s University is a private men’s liberal arts school in Collegeville, MN, that partners with the nearby school, College of Saint Benedict, a liberal arts school for women.<br> Both campuses share resources and curriculum. Student’s at the university can choose from 60 areas of study, with 37 major and 40 minor programs. Some of the most popular majors are global business leadership, biology and accounting.<br>Merit scholarships at the school range from $10,000 to $26,500 per year. The university is home to 100 student clubs and organizations on campus. Approximately 85% of students live on campus. <br>80% of the students complete their degree and 90% of those students finish their degree within four years.",322,College of Saint Benedict and Saint John's University,MN,1727,Rural,114200.0,College of Saint Benedict and Saint John's University,http://https://www.csbsju.edu,(320) 363-2011,http://onforb.es/NirDg2,https://specials-images.forbesimg.com/imageserve/55b90a2ae4b05c2c3432424e/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Collegeville,Midwest,1857.0,MN,505,45.58723,-94.366449,5.0,95.0,85.0,0.0,70.0,75.0,98.0,2.0,19.0,1589.0,19.0,2.0,75.0,0.0,0.7,3.6,0.3,4.2,7.4,78.0,0.1,0.0,5.7,0.0,63.0,0.0,69.0,47.0,79.0,73.0,0.0,56.0,https://twitter.com/CSBSJU,https://www.facebook.com/twocolleges?ref=ts,http://www.linkedin.com/company/35229,http://instagram.com/csbsju/,http://virtualtour.csbsju.edu/,23.0,22.0,9.0,27.0,100.0,31031.0,63.0,63.0,18.0
322,"Truman State University is a public university in Kirksville, MO, named for U.S. president and Missouri native Harry Truman. <br>Previously known as Northeast Missouri State University, the school was renamed Truman State in 1996. To honor its old name, Truman keeps its weathervanes facing northeast permanently. <br>Truman offers 49 majors and 64 minors, including eccentric options like Equine Studies and Folklore. <br>Nearly 10% of Truman students major in Exercise Science, and benefit from access to a human cadaver lab and Truman’s athletic training facilities. <br>Jenna Fischer, star of “The Office,” graduated from Truman.",323,Truman State University,MO,5231,Rural,87900.0,Truman State University,http://www.truman.edu,660-785-4000,http://onforb.es/NirCsp,https://specials-images.forbesimg.com/imageserve/61294ce5e652fbc9e7be21c0/416x416.jpg?background=000000&cropX1=0&cropX2=700&cropY1=0&cropY2=700,Kirksville,Midwest,1867.0,MO,393,40.19426,-92.571994,14.0,86.0,84.0,33.0,60.0,75.0,40.0,60.0,475.0,4401.0,62.0,1.0,71.0,78.0,0.3,2.5,0.0,3.6,3.1,78.6,3.4,1.1,7.4,0.0,83.0,100.0,63.0,68.0,77.0,71.0,50.0,64.0,https://twitter.com/trumanstate,https://www.facebook.com/trumanstateuniversity,http://www.linkedin.com/company/19943,http://instagram.com/trumanphotos,http://tour.truman.edu,23.0,21.0,8.0,56.0,99.0,8501.0,46.0,46.0,7.0
323,"A private Roman Catholic liberal arts school, New York City’s Manhattan College is located in Riverdale, an upscale neighborhood in the Bronx. <br>Students at Manhattan College enjoy a traditional 23-acre college campus within New York City. <br>Civil engineering, mechanical engineering, finance and communications are the most popular majors at Manhattan College. <br>The new 30,000-square-foot Higgins Engineering and Science Center will open this fall, and houses 14 new laboratories. <br>Notable Manhattan College alumni include best-selling author James Patterson and  former New York City mayor Rudy Giuliani.",324,Manhattan College,NY,4117,Urban,128700.0,Manhattan College,http://www.manhattan.edu,718-862-8000,http://onforb.es/MvI0sF,http://specials-images.forbesimg.com/imageserve/5776bc3f4bbe6f56348156eb/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Riverdale,Northeast,1853.0,NY,148,40.900199,-73.906976,7.0,93.0,81.0,0.0,56.0,71.0,56.0,44.0,104.0,3196.0,243.0,0.0,71.0,71.0,0.1,4.3,0.0,5.3,23.4,52.0,2.1,8.7,4.1,0.0,69.0,0.0,53.0,66.0,76.0,65.0,63.0,40.0,https://twitter.com/manhattanedu,https://www.facebook.com/ManhattanCollegeEdu,https://www.linkedin.com/company/manhattan-college,http://instagram.com/manhattanedu,https://manhattan.edu/admissions/visit/campus-tour.php,30.0,28.0,8.0,34.0,96.0,26459.0,57.0,56.0,10.0
324,"Indiana University-Purdue University, Indianapolis is an urban research institution in the state’s capital. <br>Offering more than 250 degrees in 21 schools, IUPUI is Indiana's most comprehensive university with a health and life sciences focus. Its medical and nursing schools are among the largest in the nation. <br>IUPUI is a product of a 1969 merger between the Indianapolis campuses of Indiana’s two premier public institutions, and the school awards degrees from both Purdue University and Indiana University. <br>The university’s 369-acre campus is just a mile from downtown Indianapolis. <br>IUPUI is primarily a commuter school, with 40% of freshmen residing on campus. Numerous on-campus housing options still exist, such as University Tower, a former hotel converted into a freshman residence hall.",325,"Indiana University-Purdue University, Indianapolis",IN,29537,Urban,85600.0,"Indiana University-Purdue University, Indianapolis",http://www.iupui.edu,317-274-5555,http://onforb.es/MvI37T,https://specials-images.forbesimg.com/imageserve/559c32c2e4b05c2c3431baf3/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Indianapolis,Midwest,1969.0,IN,520,39.773665,-86.175583,23.0,77.0,73.0,51.0,28.0,51.0,41.0,59.0,305.0,17357.0,3488.0,23.0,46.0,53.0,0.1,5.9,0.0,9.1,8.2,65.6,4.2,0.6,6.3,33.0,63.0,0.0,33.0,55.0,52.0,46.0,52.0,52.0,https://twitter.com/iupui,https://www.facebook.com/IUPUI,http://www.linkedin.com/company/iupui,http://instagram.com/iupui#,http://www.iupui.edu/tour/map.php,42.0,36.0,19.0,42.0,65.0,11849.0,45.0,44.0,7.0
325,"The University of Baltimore is a small, public university in Midtown, Baltimore, that specializes in teaching nontraditional college students. <br>Undergraduate students at UBalt can choose from 19 majors, ranging from pre-professional programs in Cyber Forensics and Human Services Administration to liberal arts degrees in English and History.<br>UBalt is designed to make college education accessible for students starting later in life: The average age for an undergraduate is 28, and many classes are offered online, at night or on the weekend. While there are no dormitories on campus, the university works with nearby apartments to provide subsidized housing. <br>Pre-law students at UBalt can take advantage of a number of legal centers on campus which focus on applied feminism, sport and international law.<br>Notable UBalt alumni include GoDaddy founder Bob Parsons and Baltimore Orioles majority owner Peter Angelos. ",326,University of Baltimore,MD,4476,,86400.0,University of Baltimore,http://www.ubalt.edu,,,https://specials-images.forbesimg.com/imageserve/6144c3b2aa2c7dd3d4fcacb4/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,Baltimore,Northeast,,MD,1032,,,51.0,49.0,87.0,0.0,16.0,41.0,40.0,60.0,2.0,993.0,1090.0,8.0,39.0,43.0,0.4,5.0,0.3,41.0,5.7,35.8,3.7,5.1,3.0,0.0,73.0,100.0,40.0,38.0,41.0,27.0,0.0,67.0,,,,,,47.0,41.0,25.0,32.0,82.0,6421.0,29.0,28.0,1.0
326,"Located an hour from Indianapolis, Wabash College is a tiny, all-male liberal arts school in Crawfordsville, IN that dates back to 1832. <br>Wabash is one of just three men’s colleges in the country alongside Morehouse and Hampden-Sydney colleges. <br>Student conduct is centered around the “Gentleman’s Rule,” which states ""The student is expected to conduct himself at all times, both on and off the campus, as a gentleman and a responsible citizen."" <br>Wabash is home to 10 fraternities (no sororities, of course). More than half of students are in Greek life. <br>Wabash’s men stay active: Nearly half of all students are varsity athletes for one of Wabash’s 13 Division III teams.",327,Wabash College,IN,867,Rural,119300.0,Wabash College,http://www.wabash.edu,(765) 361-6100,http://onforb.es/MvI5Nd,https://specials-images.forbesimg.com/imageserve/55b8fc11e4b05c2c3432420e/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Crawfordsville,Midwest,1832.0,IN,42,40.034208,-86.904911,0.0,100.0,91.0,0.0,71.0,74.0,100.0,0.0,5.0,860.0,2.0,0.0,74.0,0.0,0.0,0.9,0.0,4.5,9.5,75.7,3.3,1.5,4.6,100.0,100.0,0.0,73.0,74.0,73.0,71.0,67.0,81.0,https://twitter.com/WabashCollege,https://www.facebook.com/WabashCollegeNews,https://www.linkedin.com/edu/school?trkInfo=tas%3AWabash%2Cidx%3A4-1-9&trk=tyah&id=20138,,http://www.youtube.com/watch?v=KVHs7jODzn4&feature=youtu.be,35.0,29.0,14.0,32.0,100.0,35965.0,69.0,69.0,9.0
327,"Ferris State is a large public university in Big Rapids, MI, that emphasizes career readiness and small, intimate class sizes.<br>Students at Ferris State can choose from over 90 majors across 7 colleges. Ferris State offers many pre-professional programs, including degrees in automotive management, artificial intelligence, hospitality management and social work.<br>Outside of academics, students at Ferris State take part in more than 200 student organizations, including Greek life. More than 1,000 students take part in the annual “BIG Event,” where students partner with community groups in Big Rapids for service opportunities.<br>Ferris State offers a number of merit based scholarships based on GPA and standardized testing scores that can range up to $40,000 a year for four years.<br>Notable Ferris State alumni include Beach Boys cofounder Al Jardine and former Illinois Governor George H Ryan.",328,Ferris State University,MI,12472,,86600.0,Ferris State University,http://https://www.ferris.edu/,,,https://specials-images.forbesimg.com/imageserve/615f4f7ace0a9d89617ff4fa/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,,Midwest,,MI,1033,,,31.0,69.0,76.0,64.0,30.0,53.0,46.0,54.0,622.0,8410.0,2145.0,7.0,46.0,48.0,0.5,1.5,0.1,7.8,6.0,76.1,3.9,2.6,1.5,29.0,83.0,0.0,18.0,46.0,55.0,37.0,36.0,38.0,,,,,,45.0,36.0,14.0,33.0,72.0,9769.0,66.0,66.0,12.0
328,"A private Catholic college in Rhode Island’s capital, Providence is known for its rich basketball history and popular academic programs in the School of Business and the School of Arts & Sciences. <br>Providence offers 47 majors and more than 300 study abroad programs for students to take part in. About 95% of students who graduated in 2020 participated in an an internship or had another career-related experience. <br>Almost a third of students receive a merit scholarship, and there are scholarships specifically for medical and fine arts students.  <br>Providence is one of the founding members of the Big East conference. The Friars play in 16 NCAA Division I teams in the Big East, and the hockey team plays in the Hockey East conference. <br>Students at PC may participate in 21 intramural sports, including inner tube water polo, spikeball and kanjan. The college also has 26 club sports and more than 20 academic honor societies.",329,Providence College,RI,4618,Urban,111900.0,Providence College,http://www.providence.edu/Pages/default.aspx,(401) 865-1000,http://onforb.es/MvI3on,https://specials-images.forbesimg.com/imageserve/559adbe9e4b05c2c3431b192/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Providence,Northeast,1917.0,RI,198,41.80893,-71.440179,11.0,89.0,91.0,100.0,84.0,87.0,46.0,54.0,58.0,3877.0,154.0,7.0,85.0,89.0,0.2,1.3,0.3,3.9,9.9,76.5,2.1,3.9,1.9,100.0,83.0,67.0,85.0,85.0,88.0,76.0,81.0,94.0,https://twitter.com/providencecol,https://www.facebook.com/providencecollege,http://www.linkedin.com/edu/providence-college-19351,http://instagram.com/provcollege,http://www.providence.edu/visit/Pages/Virtual-Tour.aspx,17.0,14.0,5.0,3.0,66.0,31298.0,55.0,53.0,13.0
329,"California State University, Monterey Bay, is a midsize public university in Monterey County that emphasizes educating low income and underserved communities.<br>While CSU Monterey Bay enrolls students from across California, it has a large local footprint, with 38% of students coming from nearby Monterey, San Benito and Santa Cruz counties. 53% of students are first generation college students.<br>CSU Monterey Bay offers 25 undergraduate majors, with popular programs in business, psychology and computer science.<br>72% of students receive a scholarship. CSU Monterey Bay offers special scholarships for students with visual impairments and those looking to pursue careers in teaching.<br>Notable CSU Monterey Bay alumni include Gonzaga Women’s Basketball coach Lisa Fortier.",330,California State University-Monterey Bay,CA,7650,,99500.0,California State University-Monterey Bay,http://https://csumb.edu,,,https://specials-images.forbesimg.com/imageserve/615f52e55b55ea24044d1792/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,Marina,West,,CA,930,,,15.0,85.0,80.0,60.0,30.0,63.0,38.0,62.0,109.0,5350.0,1323.0,7.0,61.0,64.0,0.2,5.7,0.4,3.4,47.5,25.7,4.9,6.1,6.1,67.0,74.0,0.0,47.0,64.0,67.0,62.0,63.0,54.0,,,,,,48.0,49.0,28.0,61.0,47.0,9429.0,45.0,43.0,5.0
330,"Gonzaga is a private Jesuit university in Spokane, WA, known for its highly competitive basketball program and global, moral outlook. <br>All Gonzaga students complete a core curriculum based on Jesuit and humanistic principles, taking courses in the philosophy of human nature and Christianity and Catholic traditions. <br>Through the “Magis Commitment,” Pell Grant-eligible Washington residents attend Gonzaga tuition free. <br>Gonzaga is perhaps best known for its perennially elite men’s basketball team, who compete as the Bulldogs and are cheered on by the student section, appropriately known as the “Kennel Club.” The Bulldogs have appeared in every Division I NCAA tournament since 1999. <br>Among Gonzaga’s most famous alumni is singer Bing Crosby. The Bing Crosby House Museum on campus holds many of Crosby’s prized belongings, including gold records and an Academy Award.",331,Gonzaga University,WA,7537,Urban,112700.0,Gonzaga University,http://www.gonzaga.edu,(800) 986.9585,http://onforb.es/MvHZFf,http://specials-images.forbesimg.com/imageserve/5776bb34a7ea436bd18c12a6/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Spokane,West,1887.0,WA,143,47.66853,-117.403205,24.0,76.0,94.0,0.0,75.0,85.0,43.0,57.0,42.0,5094.0,75.0,0.0,84.0,85.0,0.8,5.0,0.4,1.7,9.1,69.7,6.0,4.8,2.5,80.0,84.0,67.0,86.0,82.0,86.0,83.0,77.0,53.0,https://twitter.com/gonzagau,https://www.facebook.com/GonzagaUniversity,http://www.linkedin.com/company/gonzaga-university,http://instagram.com/gonzagau,http://tour.gonzaga.edu,15.0,13.0,10.0,6.0,99.0,22996.0,49.0,48.0,6.0
331,"Simmons University offers a prestigious undergraduate education for women and coeducational graduate programs. At the private liberal arts school in Boston, MA, 72% of full-time faculty members are women. <br>There are about 60 undergraduate majors at Simmons, including 13 accelerated graduate programs, such as public policy, library and information science, and engineering. A large portion of the student body pursues nursing; exercise science and communications are also popular programs.  <br>Simmons offers more than 90 study abroad experiences, including year- and semester-long programs and internships. <br>All first-year students receive some form of financial assistance. Applicants are automatically considered for merit scholarships of up to $27,000, and transfer student scholarships range from $7,000 to $17,000.  <br>Students take part in many annual traditions, such as the Simmons Soiree formal and Shark Week recreational events. ",332,Simmons University,MA,6535,Urban,93000.0,Simmons University,http://www.simmons.edu,617-521-2000,http://onforb.es/NirxVV,https://specials-images.forbesimg.com/imageserve/615f5551a8080ed9b54c5422/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,Boston,Northeast,1899.0,MA,394,42.339181,-71.099145,51.0,49.0,83.0,0.0,72.0,81.0,9.0,91.0,16.0,1577.0,167.0,1.0,0.0,81.0,0.1,6.2,0.0,8.3,7.3,58.0,3.1,15.0,2.0,100.0,78.0,0.0,89.0,77.0,82.0,100.0,75.0,0.0,https://twitter.com/simmonscollege,https://www.facebook.com/SimmonsCollege,http://www.linkedin.com/edu/simmons-college-18513,http://instagram.com/simmonscollege#,http://www.youtube.com/watch?v=H_wCple7bdg&,29.0,27.0,29.0,18.0,100.0,27903.0,67.0,65.0,15.0
332,"The oldest state-supported military college in the U.S., the Virginia Military Institute was founded in 1839 in Lexington, VA. The school aims to prepare citizen-soldiers who can excel in professional leadership and military service. <br>Every VMI cadet must enroll in one of four ROTC programs—Army, Navy, Air Force or Marines—for four years to fulfill their degree. All cadets must also complete seven semesters of physical education courses. <br>There are 14 fields of study for students to choose from. The most popular majors are civil engineering and economics. <br>Each November, the junior year class attends the “Ring Figure Dance,” where they receive their VMI class ring and a combat ring. Cadets live together in the barracks in groups of three to six. Only first-year cadets may keep civilian clothes in their rooms.  <br>The VMI Keydets compete in 16 sports in the NCAA Division I Southern Conference. ",333,Virginia Military Institute,VA,1698,Rural,122200.0,Virginia Military Institute,http://www.vmi.edu,(540) 464-7230,http://onforb.es/MvHXNG,//specials-images.forbesimg.com/imageserve/5d51b2ee2dedcb0008dfcb0d/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Lexington,South,1839.0,VA,59,37.788935,-79.439622,0.0,100.0,83.0,0.0,67.0,79.0,86.0,14.0,0.0,1696.0,2.0,0.0,80.0,76.0,0.6,4.5,0.5,6.0,7.6,76.6,2.4,0.0,1.8,0.0,72.0,100.0,80.0,73.0,81.0,63.0,0.0,0.0,,http://www.facebook.com/pages/Virginia-Military-Institute/135020398504?ref=ts&fref=ts,,,,15.0,15.0,3.0,19.0,68.0,16807.0,78.0,78.0,15.0
333,"Located in Honolulu, HI, the University of Hawaii at Manoa is the state’s flagship public institution. <br>Out of 79 undergraduate fields of study, the three most popular are psychology, communications and nursing. <br>UH Manoa’s 320-acre campus is less than three miles from downtown Honolulu and Waikiki. Students have access to the island of Oahu’s 130 beaches, and the university gives students the opportunity to make the most of the nearby Pacific Ocean, offering classes in surfing, sailing, scuba diving, snorkeling. <br>The campus community is a diverse bunch: 75% of students are people of color. More than a third of the student body are Asian, and the School of Pacific and Asian Studies has eight unique centers focused on different areas of Asian studies. <br>UH Manoa is a top producer of Hawaiian leaders: Half of Hawaii’s state representatives are UH Manoa alumni.",334,"University of Hawaii, Manoa",HI,17490,Urban,92400.0,"University of Hawaii, Manoa",http://manoa.hawaii.edu,808-956-8111,http://onforb.es/MvI2Rx,https://specials-images.forbesimg.com/imageserve/55b9354de4b05c2c34324466/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Honolulu,West,1907.0,HI,376,21.299373,-157.820047,25.0,75.0,81.0,59.0,34.0,61.0,41.0,59.0,488.0,10180.0,1949.0,13.0,58.0,62.0,0.2,34.0,3.3,1.4,10.4,19.7,23.9,0.4,6.7,0.0,76.0,45.0,41.0,51.0,43.0,59.0,20.0,60.0,https://twitter.com/UHManoaNews,https://www.facebook.com/uhmanoa,http://www.linkedin.com/company/university-of-hawaii-at-manoa,http://instagram.com/uhmanoanews,,27.0,29.0,4.0,16.0,57.0,7373.0,35.0,34.0,4.0
334,"Wentworth Institute of Technology is a technical school with a 31-acre campus in Boston’s Fenway neighborhood. <br>Construction management is Wentworth’s most popular major. The program’s curriculum includes elements of business administration, mathematics, chemistry and design to prepare students for the construction industry. <br>Wentworth’s academic philosophy is centered on hands-on learning, and there are more than 60 laboratories, studios and maker spaces on campus. <br>All undergraduates must complete two co-ops, and 57% of students were offered full-time jobs by their co-op employer. <br>Wentworth graduates earn higher salaries than their counterparts at peer institutions, reporting an average early-career salary of $64,100.",335,Wentworth Institute of Technology,MA,4449,Urban,113900.0,Wentworth Institute of Technology,http://https://wit.edu,,,//specials-images.forbesimg.com/imageserve/5b7b0b8031358e0429c676c6/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Boston,Northeast,,MA,875,42.353213,-71.057876,11.0,89.0,83.0,50.0,60.0,73.0,78.0,22.0,71.0,3822.0,406.0,1.0,72.0,77.0,0.0,8.5,0.1,5.7,7.6,62.5,2.7,6.4,6.5,80.0,78.0,0.0,63.0,40.0,74.0,0.0,71.0,78.0,,,,,,27.0,23.0,4.0,11.0,100.0,15243.0,75.0,73.0,26.0
